origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Kunming,Zhengzhou,2025-11-12,KMG,Changshui Airport,CGO,Xinzheng International Airport,2025-11-12 12:40:00,2025-11-12 15:20:00,160,CZ3492,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1146,1,9
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 08:40:00,2025-11-15 11:35:00,175,CZ3491,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,869,1,20
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 19:50:00,2025-11-15 22:45:00,175,8L9508,Hainan Airlines | Lucky Air,Economy Class,Sufficient,737MAX,Medium Aircraft,Boeing,506,1,16
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 15:00:00,2025-11-15 17:45:00,165,8L9510,Hainan Airlines | Lucky Air,Economy Class,Sufficient,737,Medium Aircraft,Boeing,656,1,17
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 10:25:00,2025-11-15 13:10:00,165,MU5830,China Eastern Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,910,1,21
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,TFU,Tianfu Airport,2025-11-15 12:30:00,2025-11-15 14:50:00,140,CZ6471,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,945,1,27
Zhengzhou,Kunming,2025-11-15,TFU,Tianfu Airport,KMG,Changshui Airport,2025-11-15 16:20:00,2025-11-15 17:45:00,85,8L9948,Hainan Airlines | Lucky Air,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,945,2,27
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,CKG,Jiangbei International Airport,2025-11-15 17:00:00,2025-11-15 18:55:00,115,3U8160,Sichuan Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,719,1,26
Zhengzhou,Kunming,2025-11-15,CKG,Jiangbei International Airport,KMG,Changshui Airport,2025-11-15 22:25:00,2025-11-15 23:55:00,90,MU9756,China Eastern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,719,2,26
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 10:25:00,2025-11-15 13:10:00,165,G56795,China Express Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,960,1,22
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 15:25:00,2025-11-15 18:15:00,170,MU5575,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,1190,1,23
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 08:40:00,2025-11-15 11:35:00,175,MF4310,Xiamen Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,832,1,18
Zhengzhou,Kunming,2025-11-15,CGO,Xinzheng International Airport,KMG,Changshui Airport,2025-11-15 19:05:00,2025-11-15 21:50:00,165,3U8238,Sichuan Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,822,1,19
