restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Tujia Alley Restaurant,Enshi,30.263287,109.498478,48.0,Chinese Restaurant;Chinese Restaurant,08:00,20:00,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,3.8
Enshi City Boran Restaurant,Enshi,30.268702,109.493596,100.0,Chinese Restaurant;湖北菜(鄂菜),10:00,20:00,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,3.6
Moyan Restaurant (Wufengshan Road Branch),Enshi,30.266336,109.492670,92.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,4.4
Five Flavors Fish Restaurant (Xiangfu Yaju Branch),Enshi,30.279996,109.504644,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,3.8
Popo Restaurant,Enshi,30.280610,109.500242,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,3.6
Enshi City Meng Ge Restaurant,Enshi,30.274654,109.490203,23.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,4.5
Baixing Restaurant (Wuyang Avenue Fourth Lane Branch),Enshi,30.274801,109.489956,100.0,Chinese Restaurant;Chinese Restaurant,06:30,20:30,Tujia Daughter's Town,"109.502984,30.269545",30.269545,109.502984,3.6
Grand Canyon Flavor Restaurant,Enshi,30.409074,109.195105,53.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yunlong Gorge,"109.190728,30.416873",30.416873,109.190728,4.0
Wanyueju Restaurant,Enshi,30.409730,109.199168,100.0,Chinese Restaurant;Chinese Restaurant,07:00,24:00,Yunlong Gorge,"109.190728,30.416873",30.416873,109.190728,3.8
Cloud View Restaurant (Enshi Grand Canyon Branch),Enshi,30.407840,109.197336,100.0,Food Service Related;Food Service Related,11:00,21:00,Yunlong Gorge,"109.190728,30.416873",30.416873,109.190728,4.0
Daughter Village Eco Restaurant (Grand Canyon Branch),Enshi,30.408202,109.197969,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yunlong Gorge,"109.190728,30.416873",30.416873,109.190728,3.9
Tujia Baishoutang Folk Culture Restaurant,Enshi,30.405769,109.196865,77.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yunlong Gorge,"109.190728,30.416873",30.416873,109.190728,4.2
Nu'er Zhai Buffet Chinese Restaurant (Under Renovation),Enshi,30.407398,109.193828,84.0,便民商店/便利店;便民商店/便利店,11:00,21:00,Yunlong Gorge,"109.190728,30.416873",30.416873,109.190728,3.7
Jiangshang·Cliffside Restaurant,Enshi,30.253119,109.482672,107.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.6
Mountain Wild Restaurant,Enshi,30.256146,109.482183,100.0,Chinese Restaurant;湖北菜(鄂菜),11:00,21:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,3.7
Longping Zhongjia Restaurant,Enshi,30.256819,109.480458,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,3.6
Jiufu Restaurant,Enshi,30.258071,109.481492,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.2
Li Family Time-Honored Restaurant,Enshi,30.260273,109.478547,14.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.5
Kangmei Family Restaurant,Enshi,30.256683,109.474471,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,3.8
Jishi · Culture · Collection Restaurant,Enshi,30.261797,109.485006,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.1
Sister Zhou Restaurant,Enshi,30.261690,109.478517,100.0,Chinese Restaurant;Chinese Restaurant,07:00,20:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.2
Huang Lao Yao Restaurant,Enshi,30.262837,109.483806,100.0,Chinese Restaurant;Chinese Restaurant,11:00,20:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.3
Drunken Immortal Cave Granny's Restaurant,Enshi,30.260411,109.474716,100.0,Chinese Restaurant;General Restaurant,09:30,22:00,Lianzhu Tower,"109.482239,30.253647",30.253647,109.482239,4.1
Zhen De Restaurant (Aviation Branch),Enshi,30.282743,109.479055,70.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,4.4
Galaxy Restaurant (Galaxy Building Branch),Enshi,30.281706,109.479265,100.0,Chinese Restaurant;Chinese Restaurant,07:00,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,3.9
Yu Wan Restaurant,Enshi,30.282723,109.481027,100.0,Food Service Related;Food Service Related,07:00,19:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,3.7
Jiu Shi Hao Restaurant,Enshi,30.282978,109.481798,66.0,Food Service Related;Food Service Related,11:00,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,4.5
Lingling Restaurant (Tiyuguan Road Branch),Enshi,30.283289,109.481846,45.0,Chinese Restaurant;Chinese Restaurant,08:30,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,4.6
Wangwang Restaurant,Enshi,30.285824,109.479001,41.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,4.6
Wangdan Restaurant,Enshi,30.285940,109.480059,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,3.8
Yongxing Restaurant (Daqiao Road Branch),Enshi,30.286276,109.480309,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,3.7
Xiai Garden Fusion Restaurant,Enshi,30.286626,109.479550,100.0,Chinese Restaurant;Chinese Restaurant,09:00,20:30,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,4.1
Wanzhou Noodles Tujia Restaurant,Enshi,30.279305,109.478735,100.0,Chinese Restaurant;Chinese Restaurant,06:00,20:00,Enshi City Leisure Street,"109.479000,30.283000",30.283000,109.479000,3.8
Sunset Red Restaurant,Enshi,30.261034,109.475247,64.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,4.3
Sister Ma Restaurant,Enshi,30.264126,109.479966,100.0,Chinese Restaurant;Chinese Restaurant,09:00,20:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,3.6
Drunken Immortal Cave Specialty Restaurant,Enshi,30.261724,109.474366,71.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,4.5
Xiao Tian Restaurant,Enshi,30.260755,109.474824,100.0,Chinese Restaurant;Chinese Restaurant,06:00,20:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,3.9
East Gate Restaurant (Zhongshan Road Branch),Enshi,30.264372,109.481841,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,3.6
Nutrition Restaurant (Yetting Road Branch),Enshi,30.265053,109.473949,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,2.3
Liu Jie Restaurant,Enshi,30.265451,109.473648,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi City Museum,"109.477729,30.262440",30.262440,109.477729,2.8
West Joy Station Restaurant (Hongqiao Tiandi North District Branch),Enshi,31.194861,121.316269,245.0,Chinese Restaurant;Chinese Restaurant,06:30,22:00,Shanghai Hongqiao Station,"121.320081,31.193964",31.193964,121.320081,4.0
Ming Court (Hongqiao Tiandi Branch),Enshi,31.195153,121.316308,800.0,Chinese Restaurant;Chinese Restaurant,11:00,22:00,Shanghai Hongqiao Station,"121.320081,31.193964",31.193964,121.320081,4.3
Jiu·JIU Restaurant,Enshi,31.195051,121.315775,217.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Shanghai Hongqiao Station,"121.320081,31.193964",31.193964,121.320081,4.5
Shanghai Tang Restaurant (Hongqiao Tiandi Store),Enshi,31.194389,121.315553,468.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Shanghai Hongqiao Station,"121.320081,31.193964",31.193964,121.320081,4.4
BROWNSTONE Spanish Restaurant (Hongqiao Tiandi Store),Enshi,31.194404,121.315551,200.0,Foreign Restaurant;Foreign Restaurant,10:30,00:30,Shanghai Hongqiao Station,"121.320081,31.193964",31.193964,121.320081,4.6
Loulan Shuo · Xinjiang Barbecue Restaurant (Shilong Road Branch),Enshi,31.149609,121.431772,100.0,Chinese Restaurant;Halal Restaurant,11:00,24:00,Shanghai South Station,"121.429462,31.153127",31.153127,121.429462,3.6
Four Seasons Restaurant (Zhengnan Huayuan Branch),Enshi,31.149225,121.430716,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai South Station,"121.429462,31.153127",31.153127,121.429462,4.1
Yi Li Xiang Restaurant (Zhengnan Huayuan Branch),Enshi,31.148940,121.430402,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai South Station,"121.429462,31.153127",31.153127,121.429462,3.8
Gui Man Long (Xuhui Vanke),Enshi,31.157475,121.430941,81.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Shanghai South Station,"121.429462,31.153127",31.153127,121.429462,4.6
Congee King Hong Kong-Style Tea Restaurant (Shanghai South Railway Station Branch),Enshi,31.152589,121.434973,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai South Station,"121.429462,31.153127",31.153127,121.429462,3.9
Shanghai Railway Mansion Hotel Restaurant,Enshi,31.249888,121.452571,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai Station,"121.455768,31.249650",31.249650,121.455768,4.1
Xiaozhuo Restaurant (Shanghai Shanghai Post and Telecommunications Building Transit Tower Branch),Enshi,31.248964,121.452404,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai Station,"121.455768,31.249650",31.249650,121.455768,3.7
Pullman Shanghai Jing'an Hotel Route Western Restaurant (Pullman Shanghai Jing'an Hotel),Enshi,31.246420,121.456690,159.0,Food Service Related;Food Service Related,06:30,22:30,Shanghai Station,"121.455768,31.249650",31.249650,121.455768,4.1
Central Asia Premium Chinese Restaurant,Enshi,31.246407,121.456670,217.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Shanghai Station,"121.455768,31.249650",31.249650,121.455768,4.2
Lintai Hotel Restaurant,Enshi,31.250254,121.451498,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shanghai Station,"121.455768,31.249650",31.249650,121.455768,3.7
Hao Zai Lai Restaurant,Enshi,30.322859,109.493320,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xujia Ping Airport,"109.489727,30.318935",30.318935,109.489727,3.4
Xinxiangyuan Homestyle Restaurant (Huaguoshan Community Branch),Enshi,30.323750,109.494447,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Xujia Ping Airport,"109.489727,30.318935",30.318935,109.489727,4.2
Zhenzhen'er Restaurant (Shangguan Mansion),Enshi,30.315268,109.482845,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xujia Ping Airport,"109.489727,30.318935",30.318935,109.489727,4.1
Ping Ping Restaurant,Enshi,30.319958,109.497801,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Xujia Ping Airport,"109.489727,30.318935",30.318935,109.489727,3.4
Taste Restaurant,Enshi,30.315725,109.497703,100.0,Chinese Restaurant;Chinese Restaurant,07:00,20:00,Xujia Ping Airport,"109.489727,30.318935",30.318935,109.489727,3.6
Xinglong Restaurant,Enshi,30.321065,109.479731,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Hongqiao International Airport,"109.486507,30.320016",30.320016,109.486507,3.6
Xiao Shi Xiao Restaurant,Enshi,30.318094,109.479919,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:30,Hongqiao International Airport,"109.486507,30.320016",30.320016,109.486507,4.3
Zheng Family Courtyard Folk Restaurant,Enshi,30.349226,109.486407,30.0,Chinese Restaurant;Chinese Restaurant,11:00,19:00,Enshi Station,"109.484710,30.348830",30.348830,109.484710,4.4
Weiermei Restaurant (Train Station Commercial Area Zone One Branch),Enshi,30.345972,109.484567,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Station,"109.484710,30.348830",30.348830,109.484710,3.6
Ramada Hotel - Restaurant,Enshi,30.350096,109.487748,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Station,"109.484710,30.348830",30.348830,109.484710,3.8
Thousand Days Celebration Tea Restaurant (Ganjingzi Wanda Branch),Enshi,38.949546,121.540115,70.0,Fast Food Restaurant;Tea Restaurant,10:30,21:00,Pudong International Airport,"121.538571,38.950855",38.950855,121.538571,4.1
Anxin Baby Children's Food Restaurant (Dalian Ganjingzi Wanda Plaza Branch),Enshi,38.948963,121.539931,100.0,Food Service Related;Food Service Related,09:30,19:00,Pudong International Airport,"121.538571,38.950855",38.950855,121.538571,4.1
Daily Fragrance Restaurant (Nanhua East Street Wanda Plaza Branch),Enshi,38.948318,121.538613,21.0,Chinese Restaurant;Chinese Restaurant,09:30,22:30,Pudong International Airport,"121.538571,38.950855",38.950855,121.538571,4.3
Yulin Specialty Restaurant,Enshi,30.304608,109.485172,100.0,Chinese Restaurant;Chinese Restaurant,11:00,24:00,Ji Hotel (Enshi Tusi City Jinshan Avenue Branch),"109.485763,30.303089",30.303089,109.485763,3.6
Thai Xin Ni Thai Street Restaurant (Hualongcheng Lianhu Garden Phase 3 Store),Enshi,30.304881,109.485255,73.0,Foreign Restaurant;泰国/越南菜品餐厅,11:00,22:00,Ji Hotel (Enshi Tusi City Jinshan Avenue Branch),"109.485763,30.303089",30.303089,109.485763,4.3
Qi Xian Thirty Seafood Restaurant (Hualong City Branch),Enshi,30.305352,109.485409,146.0,Chinese Restaurant;Seafood Restaurant,10:00,24:00,Ji Hotel (Enshi Tusi City Jinshan Avenue Branch),"109.485763,30.303089",30.303089,109.485763,4.5
Happiness Restaurant,Enshi,30.621584,110.332627,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Badong Haiping Hotel,"110.331662,30.620549",30.620549,110.331662,4.0
Tujiale Restaurant,Enshi,30.617635,110.330930,100.0,Chinese Restaurant;Hot Pot,11:00,21:00,Badong Haiping Hotel,"110.331662,30.620549",30.620549,110.331662,3.8
Golden Fruit Sijing Restaurant,Enshi,30.617146,110.331561,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Badong Haiping Hotel,"110.331662,30.620549",30.620549,110.331662,4.1
Jinyu Mantang Ecological Restaurant (Enshi Bus Terminal Branch),Enshi,30.347308,109.488859,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Home Inn Business Travel - Enshi Railway Station Xujia Ping Airport Branch,"109.487580,30.347247",30.347247,109.487580,4.1
Sisters Restaurant,Enshi,30.348807,109.488344,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Home Inn Business Travel - Enshi Railway Station Xujia Ping Airport Branch,"109.487580,30.347247",30.347247,109.487580,3.6
Yuewei Eco Restaurant,Enshi,30.348872,109.488380,31.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Home Inn Business Travel - Enshi Railway Station Xujia Ping Airport Branch,"109.487580,30.347247",30.347247,109.487580,4.3
Shilaixiang Restaurant,Enshi,30.347856,109.491113,100.0,Chinese Restaurant;Chinese Restaurant,08:00,23:00,Vienna Hotel (Enshi Railway Station Airport Branch),"109.492190,30.348503",30.348503,109.492190,4.0
Little Sister Restaurant,Enshi,29.995495,109.494877,100.0,Chinese Restaurant;Chinese Restaurant,08:00,22:00,Home Inn NEO - Xuan'en Mengchao Town Branch,"109.497940,29.993572",29.993572,109.497940,4.0
Old Place Restaurant,Enshi,29.996148,109.494802,100.0,Chinese Restaurant;湖北菜(鄂菜),06:30,20:30,Home Inn NEO - Xuan'en Mengchao Town Branch,"109.497940,29.993572",29.993572,109.497940,3.9
Old Soup Restaurant,Enshi,29.996095,109.494440,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Home Inn NEO - Xuan'en Mengchao Town Branch,"109.497940,29.993572",29.993572,109.497940,4.1
Huimin Restaurant,Enshi,29.990404,109.493668,100.0,Chinese Restaurant;湖北菜(鄂菜),07:00,21:00,Xuan'en Jindian Junlan Hotel,"109.494056,29.989945",29.989945,109.494056,3.8
He Da Jie Music BBQ Bar (Shinan Xuanfu Branch),Enshi,29.986046,109.490177,100.0,Chinese Restaurant;General Restaurant,18:00,02:00,Xuan'en Jindian Junlan Hotel,"109.494056,29.989945",29.989945,109.494056,4.1
Austin Western Restaurant (Enshi Store),Enshi,30.301771,109.488875,100.0,Foreign Restaurant;Western Restaurant,10:00,24:00,Manzhou International Hotel (Enshi Branch),"109.493415,30.301562",30.301562,109.493415,3.8
Tujia Flavor Restaurant,Enshi,29.986709,109.480486,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Xuan'en Xinglong Old Street Jinjiang Metropolo Hotel,"109.481656,29.985441",29.985441,109.481656,3.5
Shunfeng Restaurant,Enshi,29.986833,109.480339,42.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Xuan'en Xinglong Old Street Jinjiang Metropolo Hotel,"109.481656,29.985441",29.985441,109.481656,4.3
Dexing Restaurant,Enshi,29.986992,109.480302,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Xuan'en Xinglong Old Street Jinjiang Metropolo Hotel,"109.481656,29.985441",29.985441,109.481656,3.9
Shibazi Restaurant,Enshi,30.623068,110.327947,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Xiazhou Yesanguan International Hotel,"110.324830,30.627037",30.627037,110.324830,3.9
Brothers Restaurant (Mingxiang Road Branch),Enshi,30.630589,110.329234,100.0,Chinese Restaurant;Chinese Restaurant,07:00,20:00,Enshi Xiazhou Yesanguan International Hotel,"110.324830,30.627037",30.627037,110.324830,3.6
Fubing Restaurant,Enshi,30.629975,110.331525,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Xiazhou Yesanguan International Hotel,"110.324830,30.627037",30.627037,110.324830,2.5
Hongshun Restaurant,Enshi,31.038780,110.333261,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Badong County Dongsheng Jiuzhou International Hotel (Yangtze River Bridge and Wu Gorge Scenic Area Branch),"110.331692,31.039294",31.039294,110.331692,3.6
Mei Duo Duo Restaurant,Enshi,31.037470,110.331548,100.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Badong County Dongsheng Jiuzhou International Hotel (Yangtze River Bridge and Wu Gorge Scenic Area Branch),"110.331692,31.039294",31.039294,110.331692,3.8
Oriental Pearl Fun Restaurant,Enshi,31.040094,110.333700,49.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Badong County Dongsheng Jiuzhou International Hotel (Yangtze River Bridge and Wu Gorge Scenic Area Branch),"110.331692,31.039294",31.039294,110.331692,4.4
Zhang Lao Er Restaurant,Enshi,30.314857,109.497781,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Vienna International Hotel · Hubei Enshi Cultural Center Airport Branch,"109.493778,30.316435",30.316435,109.493778,3.8
Bauhinia International Hotel Dining Department · Chinese Restaurant,Enshi,30.322059,109.507206,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Zijin International Garden Resort Hotel,"109.507795,30.321712",30.321712,109.507795,4.1
Ziwei Chinese Restaurant (Lei Laotou Hunan Cuisine Zijing Branch),Enshi,30.322101,109.507178,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Zijin International Garden Resort Hotel,"109.507795,30.321712",30.321712,109.507795,3.7
Xiaofeng Restaurant (Oriental Mingdu Store),Enshi,30.319829,109.508478,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Zijin International Garden Resort Hotel,"109.507795,30.321712",30.321712,109.507795,4.2
Enshi Langning Hotel Restaurant,Enshi,30.278217,109.476383,100.0,Chinese Restaurant;湖北菜(鄂菜),08:00,18:00,Vienna Hotel (Enshi Tusi City Aviation Avenue Branch),"109.479148,30.278657",30.278657,109.479148,3.9
Tujia Home Restaurant,Enshi,31.037979,110.329507,45.0,Chinese Restaurant;Chinese Restaurant,09:00,22:00,Badong Hongfa Hotel (Wuxiakou Main Tourist Center Branch),"110.325072,31.031361",31.031361,110.325072,4.3
Banana Garden Restaurant,Enshi,31.036027,110.332134,100.0,Chinese Restaurant;Chinese Restaurant,09:00,23:00,Badong Hongfa Hotel (Wuxiakou Main Tourist Center Branch),"110.325072,31.031361",31.031361,110.325072,3.9
Ding Shi Hui Restaurant,Enshi,31.036484,110.332154,100.0,Chinese Restaurant;Chinese Restaurant,11:00,23:00,Badong Hongfa Hotel (Wuxiakou Main Tourist Center Branch),"110.325072,31.031361",31.031361,110.325072,3.9
Little Piggy Guangdong Fast Food Restaurant,Enshi,31.037277,110.333333,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Badong Hongfa Hotel (Wuxiakou Main Tourist Center Branch),"110.325072,31.031361",31.031361,110.325072,0.4
Delicious Gourmet Restaurant,Enshi,30.313407,109.507004,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Sengeli International Hotel (Enshi Cultural Center Xujia Ping Airport Branch),"109.508228,30.314058",30.314058,109.508228,4.0
Yan Jie Restaurant,Enshi,30.313474,109.505764,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Sengeli International Hotel (Enshi Cultural Center Xujia Ping Airport Branch),"109.508228,30.314058",30.314058,109.508228,3.7
Enshi City Let's Eat Restaurant,Enshi,30.315521,109.503772,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Sengeli International Hotel (Enshi Cultural Center Xujia Ping Airport Branch),"109.508228,30.314058",30.314058,109.508228,3.5
Peach Blossom Land Restaurant (Times Home MALL Branch),Enshi,30.310242,109.493742,142.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Lavande Hotel (Enshi Cultural Plaza Airport Branch),"109.493715,30.312297",30.312297,109.493715,4.2
Xiong Er Restaurant,Enshi,30.303175,109.498069,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yunshui Mingxin Hotel (Enshi Cultural Center Airport Branch),"109.496555,30.302074",30.302074,109.496555,3.3
Lingnan Memory Tea Restaurant,Enshi,30.301398,109.494674,100.0,Fast Food Restaurant;Fast Food Restaurant,10:00,22:00,Yunshui Mingxin Hotel (Enshi Cultural Center Airport Branch),"109.496555,30.302074",30.302074,109.496555,4.1
Yanmai Maixianghui Restaurant,Enshi,30.300970,109.499050,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Yunshui Mingxin Hotel (Enshi Cultural Center Airport Branch),"109.496555,30.302074",30.302074,109.496555,3.3
Weiermei Restaurant,Enshi,30.617241,110.328255,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Enshi Badong Hongsheng Business Hotel,"110.328184,30.619580",30.619580,110.328184,3.5
Yipin Banquet Restaurant (Xinghua · Yujiang Mansion Store),Enshi,30.307391,108.961059,75.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Tenglong Feiwu Live-Action Show,"108.991410,30.333284",30.333284,108.991410,4.5
Tanji Restaurant,Enshi,30.295079,108.987711,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Tenglong Feiwu Live-Action Show,"108.991410,30.333284",30.333284,108.991410,2.0
Weiermei Restaurant (Specialty Beef Hoof Hotpot),Enshi,30.294227,108.966770,36.0,Fast Food Restaurant;Fast Food Restaurant,18:00,24:00,Tenglong Feiwu Live-Action Show,"108.991410,30.333284",30.333284,108.991410,4.2
Shi Hui Restaurant,Enshi,30.302318,108.952558,100.0,Food Service Related;Food Service Related,06:30,21:00,Tenglong Feiwu Live-Action Show,"108.991410,30.333284",30.333284,108.991410,4.0
Xiafancai Restaurant,Enshi,30.301088,108.951726,39.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Tenglong Feiwu Live-Action Show,"108.991410,30.333284",30.333284,108.991410,3.9
