restaurant_name,city,latitude,longitude,price_per_person,cuisine,opening_time,closing_time,nearby_attraction_name,nearby_attraction_coords,query_latitude,query_longitude,rating
Aftertaste · Chinese Restaurant,Nanjing,31.990868,118.708386,258.0,Chinese Restaurant;Chinese Restaurant,17:30,20:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,3.9
Pushan · Zen Restaurant (Renheng Jiangwan New World Branch),Nanjing,31.992314,118.709804,400.0,Chinese Restaurant;Chinese Restaurant,16:00,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.2
Xiang · All-Day Dining Restaurant,Nanjing,31.990583,118.708585,158.0,Foreign Restaurant;Western Restaurant,11:00,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.0
International Youth Convention Hotel - Buffet Restaurant (Nanjing International Youth Convention Hotel),Nanjing,31.990660,118.708676,99.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.1
Jumeirah Nanjing Hotel · Luchao Modern Chinese Restaurant,Nanjing,31.991186,118.709348,480.0,Food Service Related;Food Service Related,17:30,21:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.5
Bama Ou Yue Seafood House (Renhengli New World),Nanjing,31.992152,118.710080,191.0,Chinese Restaurant;Chinese Restaurant,17:00,23:30,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.6
RONG57 · Modern Cantonese Cuisine (International Youth Convention Center),Nanjing,31.990397,118.708624,243.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.4
Furun Jiangwan Chinese Restaurant,Nanjing,31.998951,118.711814,100.0,Chinese Restaurant;Chinese Restaurant,09:30,21:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.4
ANTEP Turkish Restaurant (Jiangshan Center Branch),Nanjing,31.988663,118.710784,166.0,Foreign Restaurant;Foreign Restaurant,17:00,22:00,Nanjing Eye Pedestrian Bridge,"118.703146,31.995131",31.995131,118.703146,4.5
Yishengyuan Restaurant,Nanjing,32.041985,118.849227,298.0,Chinese Restaurant;Chinese Restaurant,16:00,22:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.2
Meilu Restaurant (Sifang City Branch),Nanjing,32.049053,118.850510,343.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.6
Old Camera Garden Restaurant,Nanjing,32.042471,118.841831,84.0,Food Service Related;Food Service Related,09:00,21:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.7
Frontline Courtyard Fanghua Cultural Themed Restaurant,Nanjing,32.042886,118.840991,294.0,Chinese Restaurant;Chinese Restaurant,09:30,22:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.2
Kuandu Hotel (Kuandu Jade Garden Restaurant),Nanjing,32.043804,118.840376,100.0,Hotel;Budget Chain Hotel|Chinese Restaurant;Chinese Restaurant,11:00,21:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.9
Golden Almond Restaurant,Nanjing,32.037985,118.850289,79.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,3.9
Giraffe Tea Restaurant (Junlin Zijin Commercial Street Branch),Nanjing,32.037885,118.850974,53.0,Fast Food Restaurant;Tea Restaurant,09:00,23:59,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.2
Mijing Alice Garden Restaurant MJ Secret Wonderland,Nanjing,32.038346,118.840115,136.0,Foreign Restaurant;Western Restaurant,10:30,21:30,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.6
Maisui Café (Restaurant),Nanjing,32.053088,118.840329,55.0,Cafe;Cafe,08:00,18:00,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.4
Xilai Shun (Xiaowei Street Main Branch),Nanjing,32.036269,118.853232,100.0,Chinese Restaurant;Halal Restaurant,07:00,20:30,Meiling Palace,"118.846557,32.045458",32.045458,118.846557,4.5
Wanquinglou Gourmet Pavilion,Nanjing,32.020352,118.789761,100.0,Food Service Related;Food Service Related,17:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.1
Zhengxing Restaurant,Nanjing,32.020275,118.790175,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,2.6
Old Song Ji Marinated Small Seafood,Nanjing,32.021861,118.789212,100.0,Food Service Related;Food Service Related,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Tianyuanlou True Jiangnan Stylish Restaurant (Confucius Temple Branch),Nanjing,32.019013,118.790272,100.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Eleven Scenic Rooftop Bar & Restaurant (Fuzimiao Pedestrian Street Branch),Nanjing,32.021395,118.791283,79.0,Foreign Restaurant;Western Restaurant,11:00,22:30,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Tianfeng Lou Restaurant,Nanjing,32.020696,118.786196,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,3.7
Yonghe Garden Hotel,Nanjing,32.022689,118.787481,100.0,Chinese Restaurant;General Restaurant,16:30,22:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.3
Night Stay Qinhuai Junting Hotel Restaurant (Grand Theater Branch),Nanjing,32.021996,118.791824,194.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.2
Yong Sheng Li Tea Restaurant (Fuzimiao Branch),Nanjing,32.023204,118.787265,65.0,Fast Food Restaurant;Tea Restaurant,10:00,22:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.2
Bella Kitchen Unlimited Steak Restaurant (Maoye Tiandi Branch),Nanjing,32.022530,118.786194,77.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Qinhuai River Painted Boat Cruise,"118.788899,32.020660",32.020660,118.788899,4.4
Hobbit Chinese Buffet Restaurant (Daguan Tiandi Branch),Nanjing,32.092845,118.743475,24.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,3.8
Guoshi. Simple Meal. Chess. Tea Restaurant,Nanjing,32.087244,118.748231,111.0,Fast Food Restaurant;Tea Restaurant,10:00,24:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.2
Haihonghui Restaurant (Zhongshan North Road Branch),Nanjing,32.085854,118.748233,215.0,Chinese Restaurant;Jiangsu Cuisine,16:30,21:30,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.4
Gulou District Bafanghui Tea Restaurant,Nanjing,32.097284,118.738466,45.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.2
Xinjiang Hetian Wali Barbecue Restaurant,Nanjing,32.083442,118.742272,83.0,Food Service Related;Food Service Related,11:00,21:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.0
Red Sun Restaurant,Nanjing,32.085026,118.752184,18.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.1
Xi Space,Nanjing,32.089317,118.733542,119.0,Foreign Restaurant;Western Restaurant,09:00,21:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.6
Xinglong Restaurant (Jiangbian Road Branch),Nanjing,32.087203,118.734081,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.1
Xinjiang Asimu Barbecue Restaurant (Shimao Bund New City Phase II Branch),Nanjing,32.083999,118.735139,60.0,Chinese Restaurant;Halal Restaurant,11:00,03:30,Nanjing Jinghai Temple Memorial Hall,"118.744723,32.092359",32.092359,118.744723,4.3
Fine Recipe · Creative Western Cuisine (Presidential Palace 1912 Branch),Nanjing,32.044738,118.795705,110.0,Foreign Restaurant;Western Restaurant,11:00,20:30,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.7
Kao Yin Fresh Grilled Social Tavern (Daxinggong 1912 Branch),Nanjing,32.044619,118.795650,107.0,Chinese Restaurant;Chinese Restaurant,11:30,01:00,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.6
Nanjing Dapaidang (1912 Presidential Palace Branch),Nanjing,32.045050,118.795997,100.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.7
Xinjiang Cuisine Barbecue Restaurant (Taiping North Road Branch),Nanjing,32.045158,118.795034,85.0,Chinese Restaurant;Local Specialty Restaurant,11:00,21:00,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.0
La Nina Spanish Restaurant (Beiting Alley Branch),Nanjing,32.045045,118.794465,101.0,Foreign Restaurant;地中海风格菜品,10:30,21:30,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,3.9
Plum Blossom Ode Jinling Bistro (Presidential Palace 1912 Branch),Nanjing,32.045954,118.796309,77.0,Chinese Restaurant;Chinese Restaurant,09:00,20:30,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.7
Zhuque Bridge · Nanjing Duck Culture Theme Restaurant,Nanjing,32.045993,118.796627,59.0,Food Service Related;Food Service Related,11:00,21:00,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.3
Sam's Mexican Restaurant (Nanjing D9 District Branch),Nanjing,32.045751,118.794110,68.0,Foreign Restaurant;Foreign Restaurant,17:00,23:00,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.8
No Worries Australian Bistro (Shipo Poan Branch),Nanjing,32.045509,118.792470,100.0,Cafe;Cafe,11:00,21:00,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,4.8
Hanfu Hotel Chinese Restaurant,Nanjing,32.044040,118.792340,181.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing 1912 District,"118.795778,32.044777",32.044777,118.795778,3.9
Residents' Restaurant - Homestyle Dishes,Nanjing,32.083937,118.757297,42.0,Chinese Restaurant;Chinese Restaurant,16:30,21:00,Yuejiang Tower Scenic Area,"118.748018,32.094477",32.094477,118.748018,4.2
Tiantian Restaurant (Nanjing Hangyi Factory Dormitory Branch),Nanjing,32.082070,118.753265,38.0,Chinese Restaurant;Chinese Restaurant,16:00,23:00,Yuejiang Tower Scenic Area,"118.748018,32.094477",32.094477,118.748018,4.2
Lazy Life Art Restaurant,Nanjing,32.068502,118.820836,146.0,Chinese Restaurant;Zhejiang Cuisine,17:00,21:30,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.6
Jiangnan Courtyard Restaurant (Bancang Street Branch),Nanjing,32.067685,118.817973,74.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.5
Yuejian Garden Restaurant,Nanjing,32.053654,118.826412,141.0,Chinese Restaurant;Chinese Restaurant,09:30,22:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.4
Nanjing Blossom Hill · Pipa Mountain Residence Hotel · Blossom Food Restaurant,Nanjing,32.053020,118.826593,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.1
Kuandu · Pipa Lake Restaurant,Nanjing,32.052922,118.826357,82.0,Chinese Restaurant;Chinese Restaurant,17:00,20:45,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.6
Ming Xuan Chinese Restaurant,Nanjing,32.066370,118.815739,168.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.1
Fenghefang Garden Restaurant,Nanjing,32.058898,118.817225,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,3.8
Pipa Islet Lakeside Green Organic Restaurant,Nanjing,32.054359,118.821680,157.0,购物相关场所;购物相关场所,11:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.8
Nanjing Forestry University - Nanda Mountain Apartment Restaurant,Nanjing,32.075920,118.821336,12.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.0
Century Fate Lakeside Garden Hotel · Lakeview Pavilion Chinese Restaurant,Nanjing,32.064443,118.814406,83.0,Chinese Restaurant;Chinese Restaurant,17:00,20:30,"Purple Mountain Observatory, Chinese Academy of Sciences","118.830719,32.064698",32.064698,118.830719,4.4
Nanjing Dongjiao State Guesthouse · Daoxiangcun A La Carte Restaurant,Nanjing,32.058352,118.847527,202.0,Food Service Related;Food Service Related,08:30,20:30,Linggu Scenic Area,"118.866392,32.056287",32.056287,118.866392,4.1
Jingli Seafood Buffet Restaurant,Nanjing,32.058378,118.847167,212.0,Chinese Restaurant;Seafood Restaurant,17:30,21:00,Linggu Scenic Area,"118.866392,32.056287",32.056287,118.866392,4.7
Bailiu Garden Restaurant,Nanjing,32.041811,118.878425,47.0,Chinese Restaurant;Chinese Restaurant,17:00,19:00,Linggu Scenic Area,"118.866392,32.056287",32.056287,118.866392,4.0
Three Two Three Sichuan-Chongqing Spicy Tripe (Hunan Road Lion Bridge Branch),Nanjing,32.067708,118.777860,54.0,Chinese Restaurant;Sichuan Cuisine,10:30,23:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.4
Halal · AL-JANNAT Indian Restaurant (Shiziqiao Branch),Nanjing,32.068005,118.778377,73.0,Foreign Restaurant;Indian Cuisine,17:00,21:30,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.7
Macau Xuan (Lion Bridge Branch),Nanjing,32.068328,118.777251,100.0,Chinese Restaurant;Chinese Restaurant,10:00,21:30,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.5
Wanqian Yun Self-Service Restaurant (Shiziqiao Branch),Nanjing,32.068635,118.777723,30.0,Chinese Restaurant;Chinese Restaurant,10:30,22:30,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.2
Top Fresh Seafood Garden Restaurant,Nanjing,32.068108,118.776615,67.0,Chinese Restaurant;Seafood Restaurant,11:00,21:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,3.9
Ikarun Music Restaurant (Huayang Building Branch),Nanjing,32.068922,118.777773,95.0,Chinese Restaurant;Chinese Restaurant,17:00,03:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.0
QBINGO No.7 Chinese Cuisine,Nanjing,32.066348,118.779251,162.0,Chinese Restaurant;Chinese Restaurant,10:00,02:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.7
Haizhengxian Steam Seafood Restaurant (Yunnan North Road Branch),Nanjing,32.065691,118.778978,187.0,Chinese Restaurant;Seafood Restaurant,10:00,22:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.6
Yosemite New Concept Restaurant (Yunnan North Road Branch),Nanjing,32.065692,118.779045,57.0,Chinese Restaurant;Chinese Restaurant,09:30,19:30,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.1
Songlan · Yakitori Tavern (Yunnan North Road Branch),Nanjing,32.067995,118.780615,109.0,Foreign Restaurant;Japanese Cuisine,17:00,02:00,Lion Bridge Pedestrian Street,"118.777783,32.067825",32.067825,118.777783,4.8
Shilu Staff Restaurant,Nanjing,41.644069,123.501493,20.0,Food Service Related;Food Service Related,11:00,21:00,Taoxian International Airport,"123.495270,41.639456",41.639456,123.495270,4.4
Restaurant (Shenyang Taoxian International Airport Terminal 3),Nanjing,41.629688,123.495914,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Taoxian International Airport,"123.495270,41.639456",41.639456,123.495270,3.5
Jufu Pavilion Express Restaurant,Nanjing,45.679286,126.614384,100.0,Fast Food Restaurant;Fast Food Restaurant,11:00,21:00,Shenyang South Station,"126.619002,45.675760",45.675760,126.619002,3.5
Ju Wan Jia Restaurant (Dianlan Mingyuan Branch),Nanjing,45.668225,126.620588,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Shenyang South Station,"126.619002,45.675760",45.675760,126.619002,3.5
Low-Carbon Music Restaurant,Nanjing,45.666401,126.621928,50.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Shenyang South Station,"126.619002,45.675760",45.675760,126.619002,3.9
Ningyang Farmhouse Restaurant,Nanjing,32.106223,118.719676,100.0,Chinese Restaurant;Chinese Restaurant,16:30,22:30,Shenyang North Station,"118.720119,32.096753",32.096753,118.720119,4.2
China Railway Catering East China Imprint Nanjing Station Themed Restaurant,Nanjing,32.086884,118.794940,23.0,Chinese Restaurant;Chinese Restaurant,07:00,20:00,Nanjing Station,"118.797510,32.087125",32.087125,118.797510,4.2
Cloud View Restaurant,Nanjing,32.087348,118.794086,80.0,Chinese Restaurant;Chinese Restaurant,10:30,21:00,Nanjing Station,"118.797510,32.087125",32.087125,118.797510,4.5
New Century Grand Hotel Chinese Restaurant,Nanjing,32.083795,118.800594,100.0,Chinese Restaurant;Chinese Restaurant,17:00,22:00,Nanjing Station,"118.797510,32.087125",32.087125,118.797510,4.5
Wenxiang Restaurant Nanjing Flavor Rustic Cuisine (Shaoshan Road No. 246 Courtyard Branch),Nanjing,32.088550,118.791667,26.0,Chinese Restaurant;Sichuan Cuisine,09:00,22:00,Nanjing Station,"118.797510,32.087125",32.087125,118.797510,3.5
Red Mountain Themed Restaurant,Nanjing,32.089780,118.804143,25.0,Chinese Restaurant;Chinese Restaurant,08:30,16:30,Nanjing Station,"118.797510,32.087125",32.087125,118.797510,4.4
Meiyike Restaurant (Greenland Window South Plaza Branch),Nanjing,31.964275,118.798658,100.0,Chinese Restaurant;Chinese Restaurant,10:00,20:00,Nanjing South Station,"118.798034,31.968763",31.968763,118.798034,4.0
Xiyue Xuan Chinese Restaurant (Nanjing South Station Branch),Nanjing,31.970608,118.792793,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing South Station,"118.798034,31.968763",31.968763,118.798034,3.9
Tianxi Restaurant,Nanjing,31.970035,118.792453,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Nanjing South Station,"118.798034,31.968763",31.968763,118.798034,4.1
Chenxin Restaurant,Nanjing,31.832674,118.838708,100.0,Chinese Restaurant;Chinese Restaurant,10:00,23:00,Orange Hotel Nanjing Jiangning Sandship Future Network Town,"118.826000,31.842300",31.842300,118.826000,3.9
Fresh Joy Bay Eatery (Xinwang Huayuan East District Branch),Nanjing,31.838331,118.845945,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Orange Hotel Nanjing Jiangning Sandship Future Network Town,"118.826000,31.842300",31.842300,118.826000,3.7
Chunyang Restaurant (Temporarily Closed),Nanjing,31.838785,118.836462,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Orange Hotel Nanjing Jiangning Sandship Future Network Town,"118.826000,31.842300",31.842300,118.826000,3.5
Dao Mo Music Restaurant & Bar,Nanjing,31.980307,118.738099,75.0,Chinese Restaurant;Chinese Restaurant,16:00,01:00,Nanjing Software Avenue Xiaoxing Metro Station Meilun Hotel,"118.740648,31.979202",31.979202,118.740648,4.5
West City Night Unending Yuetai Restaurant,Nanjing,31.983099,118.739200,100.0,Foreign Restaurant;Foreign Restaurant,11:00,21:00,Nanjing Software Avenue Xiaoxing Metro Station Meilun Hotel,"118.740648,31.979202",31.979202,118.740648,2.9
YUETHAI Restaurant,Nanjing,31.983244,118.739570,100.0,Foreign Restaurant;Foreign Restaurant,11:00,22:00,Nanjing Software Avenue Xiaoxing Metro Station Meilun Hotel,"118.740648,31.979202",31.979202,118.740648,3.6
Xunwei Restaurant (Taiping South Road Branch),Nanjing,32.037157,118.793687,100.0,Chinese Restaurant;Chinese Restaurant,09:00,21:00,Home Inn·Neo - Nanjing Xinjiekou Daxinggong Metro Station Wenchang Lane Branch,"118.793920,32.037122",32.037122,118.793920,3.9
Sichuan Restaurant (Taiping South Road Branch),Nanjing,32.036798,118.793557,77.0,Chinese Restaurant;Sichuan Cuisine,17:00,21:00,Home Inn·Neo - Nanjing Xinjiekou Daxinggong Metro Station Wenchang Lane Branch,"118.793920,32.037122",32.037122,118.793920,4.5
DAJE Restaurant,Nanjing,32.038484,118.793831,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Home Inn·Neo - Nanjing Xinjiekou Daxinggong Metro Station Wenchang Lane Branch,"118.793920,32.037122",32.037122,118.793920,4.3
Heshi Lao Stone Pot Theme Restaurant,Nanjing,32.036621,118.785238,46.0,Foreign Restaurant;其它亚洲菜,16:00,21:30,Ji Hotel Nanjing Xinjiekou,"118.785687,32.037057",32.037057,118.785687,4.5
Thirteen Tea (Mingwalang Branch),Nanjing,32.037317,118.783542,17.0,Cold Beverage Shop;Cold Beverage Shop,10:00,22:00,Ji Hotel Nanjing Xinjiekou,"118.785687,32.037057",32.037057,118.785687,4.3
Guaxi Xi Chongqing Hot Pot (Nanjing First Branch),Nanjing,32.037694,118.787741,100.0,Food Service Related;Food Service Related,11:00,02:00,Ji Hotel Nanjing Xinjiekou,"118.785687,32.037057",32.037057,118.785687,4.0
Yijing Restaurant (Qixia High-Tech Zone Maqun Science Park Branch),Nanjing,32.069636,118.898916,100.0,Chinese Restaurant;Chinese Restaurant,10:00,22:00,Orange Hotel Nanjing Zhongshan Mausoleum Zijin Zhong'ai Li,"118.888463,32.062172",32.062172,118.888463,4.0
Saizeriya Italian Restaurant (Maqun Zhaoshang Garden City Branch),Nanjing,32.050525,118.894318,55.0,Foreign Restaurant;Italian Restaurant,11:00,21:00,Orange Hotel Nanjing Zhongshan Mausoleum Zijin Zhong'ai Li,"118.888463,32.062172",32.062172,118.888463,4.5
Zijin Stove Garden Restaurant (Maqun Branch),Nanjing,32.046716,118.890513,237.0,Chinese Restaurant;Chinese Restaurant,09:30,22:00,Orange Hotel Nanjing Zhongshan Mausoleum Zijin Zhong'ai Li,"118.888463,32.062172",32.062172,118.888463,4.5
Euroflo Seafood Buffet Restaurant (Yuhua Wuyue Plaza Branch),Nanjing,31.911518,118.652479,148.0,Chinese Restaurant;Chinese Restaurant,17:00,21:00,Orange Hotel Nanjing Banqiao Wuyue Plaza,"118.648118,31.907894",31.907894,118.648118,4.2
Spring Blossoms Buffet Restaurant (Nanjing Yuhuawu Yue Plaza Branch),Nanjing,31.912543,118.653729,89.0,花鸟鱼虫市场;花卉市场,11:00,21:00,Orange Hotel Nanjing Banqiao Wuyue Plaza,"118.648118,31.907894",31.907894,118.648118,4.0
Yuhui Hongmian Restaurant,Nanjing,31.920657,118.638587,100.0,Chinese Restaurant;Chinese Restaurant,06:30,20:30,Orange Hotel Nanjing Banqiao Wuyue Plaza,"118.648118,31.907894",31.907894,118.648118,3.7
Langsheng Hilton Hotel · Yueyang Chinese Restaurant,Nanjing,32.031013,118.738209,287.0,Chinese Restaurant;Chinese Restaurant,17:00,21:30,Hilton Nanjing,"118.738503,32.031002",32.031002,118.738503,4.4
Nanjing Hilton Longsheng Hotel Hui All-Day Western Restaurant,Nanjing,32.030694,118.738053,209.0,Chinese Restaurant;Chinese Restaurant,17:30,21:00,Hilton Nanjing,"118.738503,32.031002",32.031002,118.738503,4.1
Keming Ice Room (Jianye Wanda Branch),Nanjing,32.032169,118.736831,46.0,Cold Beverage Shop;Cold Beverage Shop,11:00,21:30,Hilton Nanjing,"118.738503,32.031002",32.031002,118.738503,4.6
Xiaoling Restaurant (Airport Branch),Nanjing,31.793083,118.814155,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Wyndham Garden Nanjing Airport,"118.831307,31.788973",31.788973,118.831307,4.1
Park Restaurant Supermarket,Nanjing,31.771798,118.832410,20.0,Food Service Related;Food Service Related,10:30,01:30,Wyndham Garden Nanjing Airport,"118.831307,31.788973",31.788973,118.831307,3.7
Xiangmanyuan Express Restaurant (Airport Apartment Branch),Nanjing,31.789736,118.810925,100.0,Chinese Restaurant;Chinese Restaurant,11:00,21:00,Wyndham Garden Nanjing Airport,"118.831307,31.788973",31.788973,118.831307,4.1
