origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,flight_no,airline,seat_class,seat_status,equip_type,equip_size,manufacturer,price,segment_index,route_index
Urumqi,Shanghai,2025-11-12,PEK,Beijing Capital International Airport,SHA,Shanghai Hongqiao International Airport,2025-11-12 20:30:00,2025-11-12 22:55:00,145,SC5655,Shandong Airlines,Economy Class,Sufficient,777,Large Aircraft,Boeing,700,2,358
Urumqi,Shanghai,2025-11-12,URC,Ürümqi Diwopu International Airport,XNN,Xining Caojiabao Airport,2025-11-12 09:15:00,2025-11-12 11:50:00,155,3U3453,Sichuan Airlines,Economy Class,Sufficient,319,Medium Aircraft,Airbus,616,1,362
Urumqi,Shanghai,2025-11-12,XNN,Xining Caojiabao Airport,PVG,Shanghai Pudong International Airport,2025-11-12 20:30:00,2025-11-12 23:30:00,180,MU2310,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,616,2,362
Urumqi,Shanghai,2025-11-12,URC,Ürümqi Diwopu International Airport,PVG,Shanghai Pudong International Airport,2025-11-12 09:55:00,2025-11-12 14:30:00,275,UQ2599,Hainan Airlines｜Ukraine International Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,710,1,344
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,LHW,Lanzhou Zhongchuan Airport,2025-11-15 10:05:00,2025-11-15 13:40:00,215,9C6689,Spring Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,643,1,383
Shanghai,Urumqi,2025-11-15,LHW,Lanzhou Zhongchuan Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 20:40:00,2025-11-15 23:40:00,180,UQ2522,Hainan Airlines｜Ukraine International Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,643,2,383
Shanghai,Urumqi,2025-11-15,PVG,Shanghai Pudong International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 08:14:00,2025-11-15 14:14:00,360,UQ2600,Hainan Airlines｜Ukraine International Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,524,1,364
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 09:45:00,2025-11-15 15:25:00,340,HO1255,Juneyao Airlines,Economy Class,Sufficient,320NEO,Medium Aircraft,Airbus,770,1,367
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 12:40:00,2025-11-15 17:55:00,315,FM9219,Shanghai Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,875,1,371
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 07:10:00,2025-11-15 13:05:00,355,MU5633,China Eastern Airlines,Economy Class,Sufficient,321,Medium Aircraft,Airbus,930,1,374
Shanghai,Urumqi,2025-11-15,PVG,Shanghai Pudong International Airport,TYN,Taiyuan Wusu International Airport,2025-11-15 10:50:00,2025-11-15 13:25:00,155,MU2401,China Eastern Airlines,Economy Class,Sufficient,737-800,Medium Aircraft,Boeing,577,1,379
Shanghai,Urumqi,2025-11-15,TYN,Taiyuan Wusu International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 18:15:00,2025-11-15 22:10:00,235,MU2783,China Eastern Airlines,Economy Class,Sufficient,320,Medium Aircraft,Airbus,577,2,379
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 17:05:00,2025-11-15 22:30:00,325,FM9221,Shanghai Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,875,1,370
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 12:40:00,2025-11-15 17:55:00,315,MU8365,China Eastern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,904,1,373
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 08:40:00,2025-11-15 14:20:00,340,CZ6998,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,1440,1,377
Shanghai,Urumqi,2025-11-15,SHA,Shanghai Hongqiao International Airport,URC,Ürümqi Diwopu International Airport,2025-11-15 02:26:00,2025-11-15 08:06:00,340,CZ6996,China Southern Airlines,Economy Class,Sufficient,737,Medium Aircraft,Boeing,950,1,376
